loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
2000,2000,1975,36 months,0.0819,62.85,A,A4,Librarian,2 years,RENT,52000,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,27975,60 months,0.1033,599.48,B,B1,Insurance Coordinator,10+ years,RENT,57000,Source Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.1180,553.59,B,B4,Superintendent,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,home_improvement
8000,8000,7750,36 months,0.1033,259.38,B,B1,Production Supervisor,1 year,RENT,50000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1298,505.27,B,B5,,< 1 year,MORTGAGE,90000,Not Verified,Dec-18,Current,n,home_improvement
19000,19000,19000,60 months,0.0819,386.99,A,A4,Inventory Supervisor,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.2534,295.51,E,E3,Assistant Manager ,6 years,MORTGAGE,56000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1691,297.66,C,C5,Truck driver,2 years,RENT,48000,Source Verified,Dec-18,Current,n,car
30000,30000,30000,36 months,0.0702,926.59,A,A2,,< 1 year,MORTGAGE,50000,Source Verified,Dec-18,Current,n,home_improvement
12000,12000,12000,60 months,0.2631,361.5,E,E4,,< 1 year,MORTGAGE,160000,Not Verified,Dec-18,Current,n,other
11000,11000,11000,36 months,0.0646,336.94,A,A1,Order selector,8 years,RENT,49500,Not Verified,Dec-18,Current,n,debt_consolidation
9500,9500,9500,36 months,0.0881,301.26,A,A5,,< 1 year,MORTGAGE,51000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0881,475.68,A,A5,,< 1 year,OWN,200000,Source Verified,Dec-18,Current,n,debt_consolidation
34050,34050,34050,36 months,0.0881,1079.78,A,A5,Sales,10+ years,MORTGAGE,225000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1614,422.72,C,C4,Teacher,< 1 year,MORTGAGE,60000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1072,259.24,B,B2,Liaison ,2 years,OWN,200000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0646,245.05,A,A1,painter,2 years,OWN,45000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Manager/Trainer,10+ years,MORTGAGE,87500,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1033,749.35,B,B1,Sales Director,8 years,OWN,140000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1894,366.26,D,D2,,2 years,MORTGAGE,7500,Source Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,36 months,0.1356,747.22,C,C1,,< 1 year,MORTGAGE,35000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1502,476.01,C,C3,Customer service Rep,10+ years,MORTGAGE,63000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
8000,8000,8000,36 months,0.0646,245.05,A,A1,RN Administrator / Regional Manager,2 years,OWN,85000,Not Verified,Dec-18,Current,n,debt_consolidation
27000,27000,27000,36 months,0.0819,848.46,A,A4,Judge,5 years,MORTGAGE,111000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0881,1268.46,A,A5,FINANCE MANAGER,< 1 year,MORTGAGE,60000,Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1447,1204.23,C,C2,,< 1 year,MORTGAGE,85000,Verified,Dec-18,Current,n,home_improvement
13000,13000,13000,36 months,0.1614,457.95,C,C4,Journeyman Mechanic,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.1131,279.53,B,B3,Supervisor,6 years,MORTGAGE,87000,Source Verified,Dec-18,Current,n,credit_card
37000,37000,37000,60 months,0.0819,753.6,A,A4,Biller,5 years,MORTGAGE,66000,Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.2089,1079.67,D,D4,Front Desk Manager ,10+ years,MORTGAGE,35000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1447,470.26,C,C2,Head of Claims,8 years,RENT,115000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1072,652.13,B,B2,Office Manager,3 years,RENT,130000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.1992,556.85,D,D3,Manager,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.1180,99.36,B,B4,Teacher,10+ years,RENT,38000,Not Verified,Dec-18,Current,n,credit_card
12800,12800,12800,36 months,0.1131,420.94,B,B3,Refridgeration,10+ years,OWN,71000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1033,648.45,B,B1,Pipe fitter,10+ years,RENT,120000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1447,344.07,C,C2,Teacher,2 years,RENT,57000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0819,628.49,A,A4,Paralegal/Office Manager,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1131,493.29,B,B3,,n/a,MORTGAGE,82000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0819,314.25,A,A4,Operator,< 1 year,MORTGAGE,175000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.0881,190.27,A,A5,Project manager,4 years,OWN,50000,Not Verified,Dec-18,Current,n,credit_card
21500,21500,21500,60 months,0.1180,476.09,B,B4,Truck Driver,1 year,MORTGAGE,70000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0646,918.93,A,A1,Education and Development Manager,3 years,MORTGAGE,135000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.1691,534.12,C,C5,Service manager,1 year,MORTGAGE,75000,Source Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.1797,761.32,D,D1,,< 1 year,MORTGAGE,120000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1072,489.1,B,B2,,< 1 year,MORTGAGE,85000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.2727,368.37,E,E5,Teacher,10+ years,MORTGAGE,39500,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.0702,772.16,A,A2,Teacher ,10+ years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1992,1113.69,D,D3,Teacher,10+ years,MORTGAGE,90000,Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0819,471.37,A,A4,,< 1 year,RENT,110000,Not Verified,Dec-18,Current,n,small_business
17000,17000,17000,60 months,0.1356,391.7,C,C1,,6 years,RENT,135000,Not Verified,Dec-18,Current,n,credit_card
20125,20125,20125,60 months,0.1502,478.99,C,C3,Home lending officer,3 years,RENT,128000,Source Verified,Dec-18,Current,n,debt_consolidation
36000,36000,36000,60 months,0.1356,829.47,C,C1,Customer Service Represenative,10+ years,MORTGAGE,23000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1691,248.05,C,C5,Valet,1 year,RENT,46000,Not Verified,Dec-18,Current,n,credit_card
9650,9650,9650,36 months,0.0881,306.02,A,A5,Director of Real Estate,10+ years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1356,483.86,C,C1,Manager,10+ years,OWN,78000,Not Verified,Dec-18,Current,n,debt_consolidation
12600,12600,12600,60 months,0.1502,299.89,C,C3,Pharmacist Technician,10+ years,MORTGAGE,35000,Not Verified,Dec-18,Current,n,other
30000,30000,30000,36 months,0.1033,972.68,B,B1,Analyst,10+ years,MORTGAGE,101440,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0881,1109.9,A,A5,Technical Project Manager,< 1 year,RENT,156000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Physical therapist assistant ,2 years,RENT,52000,Not Verified,Dec-18,Current,n,debt_consolidation
14400,14400,14400,36 months,0.1691,512.76,C,C5,,10+ years,RENT,12000,Source Verified,Dec-18,Current,n,debt_consolidation
6800,6800,6800,36 months,0.0646,208.29,A,A1,driver,2 years,MORTGAGE,77000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0756,622.68,A,A3,Central plant engineer ,8 years,RENT,80000,Source Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1447,86.02,C,C2,,< 1 year,RENT,75000,Not Verified,Dec-18,Current,n,credit_card
12800,12800,12800,36 months,0.0646,392.08,A,A1,General Manager,6 years,OWN,45000,Source Verified,Dec-18,Current,n,debt_consolidation
25750,25750,25750,36 months,0.1447,885.97,C,C2,,< 1 year,RENT,250000,Not Verified,Dec-18,Current,n,credit_card
22375,22375,22375,36 months,0.1072,729.57,B,B2,LPN,10+ years,MORTGAGE,47268,Source Verified,Dec-18,Current,n,home_improvement
4800,4800,4800,36 months,0.0819,150.84,A,A4,CRM Administrator,< 1 year,MORTGAGE,115000,Not Verified,Dec-18,Current,n,debt_consolidation
7800,7800,7800,36 months,0.1180,258.33,B,B4,IT SPECIALIST ,10+ years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.1033,1296.9,B,B1,School Director ,10+ years,MORTGAGE,78000,Verified,Dec-18,Current,n,credit_card
18000,18000,18000,36 months,0.1072,586.92,B,B2,Affiliated Faculty,2 years,OWN,62000,Source Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.2727,920.91,E,E5,,< 1 year,MORTGAGE,700000,Source Verified,Dec-18,Current,n,home_improvement
8000,8000,8000,36 months,0.1131,263.09,B,B3,Print room manager,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,other
32000,32000,32000,60 months,0.1356,737.31,C,C1,,n/a,MORTGAGE,65000,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0702,617.73,A,A2,Vicepresident of Operations,10+ years,RENT,180000,Not Verified,Dec-18,Fully Paid,n,other
18400,18400,18400,60 months,0.1502,437.93,C,C3,,n/a,RENT,52000,Verified,Dec-18,Current,n,debt_consolidation
6625,6625,6625,36 months,0.1502,229.73,C,C3,Client Support Representative II,7 years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0819,1099.85,A,A4,EOD Technician,10+ years,RENT,145000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1180,553.59,B,B4,Plant manager ,3 years,OWN,80000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.2727,613.94,E,E5,President & CEO,2 years,RENT,225000,Source Verified,Dec-18,Current,n,small_business
20000,20000,20000,60 months,0.1502,476.01,C,C3,ESTHESTATION,6 years,MORTGAGE,74000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0646,306.31,A,A1,,< 1 year,RENT,115000,Source Verified,Dec-18,Current,n,debt_consolidation
10125,10125,10125,36 months,0.2340,394.05,E,E1,Health Educator,2 years,RENT,42000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.1894,476.14,D,D2,Drug Analysis Specilist,10+ years,RENT,66000,Verified,Dec-18,Current,n,debt_consolidation
14500,14500,14500,36 months,0.0702,447.86,A,A2,FINANCE MANAGER,6 years,MORTGAGE,150000,Not Verified,Dec-18,Current,n,credit_card
35825,35825,35825,36 months,0.0819,1125.77,A,A4,Driver,10+ years,RENT,165000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
6500,6500,6500,36 months,0.0881,206.13,A,A5,,n/a,RENT,28000,Verified,Dec-18,Current,n,other
9000,9000,9000,36 months,0.0819,282.82,A,A4,Manager,8 years,OWN,23000,Source Verified,Dec-18,Current,n,credit_card
23500,23500,23500,60 months,0.1356,541.46,C,C1,Facility Director,1 year,MORTGAGE,54600,Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,,n/a,OWN,200000,Not Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.1502,121.37,C,C3,Project Coordinator,1 year,RENT,35000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1356,339.65,C,C1,,< 1 year,RENT,125000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1180,198.72,B,B4,laborer,10+ years,RENT,85000,Not Verified,Dec-18,Current,n,debt_consolidation
29000,29000,29000,60 months,0.0881,599.33,A,A5,Teacher,9 years,MORTGAGE,97000,Source Verified,Dec-18,Current,n,debt_consolidation
13225,13225,13225,60 months,0.2235,367.9,D,D5,Oil truck driver,< 1 year,MORTGAGE,46000,Verified,Dec-18,Current,n,debt_consolidation
14500,14500,14500,36 months,0.0881,459.82,A,A5,Information Technology,3 years,MORTGAGE,50000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1691,1068.24,C,C5,Outside Sales Representative ,1 year,MORTGAGE,80000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1131,328.86,B,B3,Driver,4 years,MORTGAGE,52000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1614,281.81,C,C4,,n/a,MORTGAGE,50000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1033,428.2,B,B1,,n/a,MORTGAGE,38400,Not Verified,Dec-18,Current,n,credit_card
8500,8500,8500,36 months,0.2340,330.81,E,E1,Front Office Coordinator,10+ years,OWN,36000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,36 months,0.1502,693.51,C,C3,Department Supervisor,5 years,RENT,40000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1180,662.38,B,B4,Corporate Associate,1 year,RENT,200000,Verified,Dec-18,Current,n,debt_consolidation
2000,2000,1750,36 months,0.1298,67.37,B,B5,,< 1 year,RENT,18000,Source Verified,Dec-18,Fully Paid,n,moving
40000,40000,40000,36 months,0.1033,1296.9,B,B1,Program Analyst,10+ years,MORTGAGE,126062,Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1356,169.83,C,C1,,n/a,OWN,60000,Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.0756,778.35,A,A3,Vice President,8 years,OWN,135000,Source Verified,Dec-18,Current,n,debt_consolidation
14000,14000,14000,60 months,0.1894,362.71,D,D2,Refinish tech,5 years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,debt_consolidation
11500,11500,11500,36 months,0.0756,358.04,A,A3,Deputy,10+ years,MORTGAGE,66000,Source Verified,Dec-18,Current,n,credit_card
14000,14000,14000,36 months,0.0881,443.96,A,A5,Strategic Planning Manager,1 year,RENT,85000,Source Verified,Dec-18,Current,n,credit_card
28500,28500,28500,36 months,0.0881,903.78,A,A5,Production Patternmaker,4 years,RENT,120000,Not Verified,Dec-18,Current,n,debt_consolidation
9800,9800,9800,36 months,0.1033,317.74,B,B1,Engineering Coordinator,10+ years,MORTGAGE,70200,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0819,314.25,A,A4,Parts Manager,3 years,MORTGAGE,58000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1356,460.82,C,C1,Buyer,< 1 year,MORTGAGE,116000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0756,311.34,A,A3,program asst./ part time bus driver,10+ years,MORTGAGE,36000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1131,164.43,B,B3,Carpenter,3 years,MORTGAGE,58000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1691,372.07,C,C5,,< 1 year,MORTGAGE,46000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1033,324.23,B,B1,RN,2 years,MORTGAGE,83000,Not Verified,Dec-18,Current,n,home_improvement
16500,16500,16500,36 months,0.2631,667.53,E,E4,Cap tech,3 years,MORTGAGE,45000,Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.2089,539.84,D,D4,Maintenance Technician ,5 years,RENT,65000,Source Verified,Dec-18,Current,n,debt_consolidation
3900,3900,3900,36 months,0.2340,151.79,E,E1,Therapist,2 years,RENT,45000,Not Verified,Dec-18,Current,n,debt_consolidation
9600,9600,9600,36 months,0.1502,332.89,C,C3,Lead Worker,2 years,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
19200,19200,19200,60 months,0.1298,436.67,B,B5,Principal,2 years,MORTGAGE,80500,Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1131,197.32,B,B3,,n/a,OWN,25000,Not Verified,Dec-18,Current,n,debt_consolidation
19000,19000,19000,60 months,0.0819,386.99,A,A4,Police Major,10+ years,MORTGAGE,127000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,60 months,0.2089,485.85,D,D4,Scaffold Builder/Forklift Driver,4 years,OWN,60000,Not Verified,Dec-18,Current,n,home_improvement
6500,6500,6500,36 months,0.0646,199.11,A,A1,budget technician,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0881,317.12,A,A5,,n/a,OWN,34992,Not Verified,Dec-18,Current,n,major_purchase
14000,14000,14000,36 months,0.0819,439.94,A,A4,Driver,10+ years,RENT,68000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.2089,150.48,D,D4,MecÃ¡nico Electricista,< 1 year,RENT,54000,Not Verified,Dec-18,Current,n,other
3000,3000,3000,36 months,0.2437,118.29,E,E2,dispatcher,10+ years,OWN,35000,Source Verified,Dec-18,Current,n,vacation
5000,5000,5000,36 months,0.1356,169.83,C,C1,Business Analyst,6 years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1502,285.61,C,C3,Personal banker,1 year,MORTGAGE,37000,Source Verified,Dec-18,Current,n,medical
4750,4750,4750,36 months,0.1894,173.98,D,D2,,n/a,RENT,15900,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.2340,284.21,E,E1,Welder,3 years,RENT,22000,Source Verified,Dec-18,Current,n,other
12000,12000,12000,36 months,0.2089,451.43,D,D4,file clerk,10+ years,RENT,75000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
12000,12000,12000,36 months,0.0646,367.57,A,A1,Electronics Technician Nuclear,2 years,RENT,65000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0819,157.13,A,A4,Laborer,2 years,RENT,75000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1298,682.29,B,B5,,< 1 year,MORTGAGE,240000,Source Verified,Dec-18,Current,n,credit_card
1000,1000,1000,36 months,0.1356,33.97,C,C1,Buffet staff & Breakfast Cook,5 years,RENT,28000,Source Verified,Dec-18,Current,n,other
39000,39000,39000,60 months,0.1033,834.99,B,B1,Registured Nurse,5 years,MORTGAGE,121320,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0702,617.73,A,A2,Chief Executive Officer,4 years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0756,622.68,A,A3,System Engineer,2 years,OWN,120000,Not Verified,Dec-18,Current,n,debt_consolidation
23000,23000,23000,60 months,0.1447,540.8,C,C2,Account Representative,3 years,RENT,60000,Source Verified,Dec-18,Current,n,debt_consolidation
11000,11000,10750,36 months,0.1298,370.53,B,B5,Agent ,10+ years,MORTGAGE,130000,Source Verified,Dec-18,Fully Paid,n,credit_card
2000,2000,1975,36 months,0.0756,62.27,A,A3,Global Service Leader,8 years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,home_improvement
40000,40000,40000,36 months,0.0819,1256.97,A,A4,President / CEO,1 year,MORTGAGE,200000,Verified,Dec-18,Current,n,other
30000,30000,30000,60 months,0.1356,691.23,C,C1,Sales,< 1 year,MORTGAGE,123000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1447,587.82,C,C2,Psychologist,5 years,MORTGAGE,130000,Not Verified,Dec-18,Current,n,debt_consolidation
37000,37000,37000,60 months,0.1298,841.49,B,B5,Legal Assistant,10+ years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1131,230.21,B,B3,Sergeant ,4 years,MORTGAGE,36000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1180,331.19,B,B4,Business System Analyst,10+ years,MORTGAGE,86000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0702,247.09,A,A2,Assistant Director of Residence Life,5 years,RENT,55000,Source Verified,Dec-18,Current,n,debt_consolidation
10200,10200,10200,36 months,0.1131,335.44,B,B3,TEACHER ,5 years,MORTGAGE,65000,Verified,Dec-18,Current,n,debt_consolidation
